Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
37-783-6086,26.0,Female,High,Divorced,Master's,Middle,Mértola,Beauty & Personal Care,$111.27 ,3.0,Online,1.0,3.0,1.0,High,Very Sensitive,2.0,10.0,None,Smartphone,Paypal,5/13/2024,False,False,Impulsive,No Preference,12.0
79-902-8144,26.0,Female,High,Single,Bachelor's,Middle,Rates,Baby Products,$93.29 ,11.0,Online,2.0,null,0.0,High,Very Sensitive,0.0,7.0,Low,Tablet,Other,7/25/2024,True,False,Impulsive, No Preference ,9.0
41-009-7879,27.0,FEMALE,High, Married ,High School,Middle,Anyang,Hotels,$156.50 ,5.0,Mixed,1.0,1.0,1.0,High,very sensitive,0.0,3.0,High,desktop,Other,1/10/2024,True,False,Wants-based,Standard,14.0
89-302-8461,,Male,Middle,Single,master's,Middle,Nymburk,Packages), $290.11  ,8.0,Mixed,4.0,4.0,1.0,Medium,Very Sensitive,,4.0, Medium ,Smartphone,PayPal,10/30/2024,False,False,IMPULSIVE,No Preference,14.0
23-066-1915,,Female,Middle,Single,Bachelor's, Middle ,jiangcun, Software & Apps ,$355.28 ,3.0,Mixed,5.0,5.0,0.0,Low,Very Sensitive,1.0,4.0,Low,Smartphone,Credit Card,9/17/2024,True,True,Planned,No Preference,5.0
39-090-0124,31.0,Bigender,Middle,Single,Bachelor's,High,Tafo,Gardening & Outdoors,$73.74 ,7.0,Online,4.0,,0.3,High,Not Sensitive,,,Medium,Smartphone,Other,8/17/2024,False,False,Wants-based,Standard,13.0
41-854-0707,21.0,Female,Middle,Widowed, Master's ,Middle,Cibaregbeg,Sports & Outdoors,$170.35 ,10.0,in-store,,1.0,1.0,Medium,Very Sensitive,1.0,10.0,LOW,Desktop, Cash ,6/3/2024,True,True,Need-Based,Standard,1.0
04-352-1558,36.0,Female,High,Single,Master's,Middle, Wang Yang ,Home Appliances,$123.70 ,"6.0,00",Online,2.0,5.0,$0.0,High,Very Sensitive,1.0,5.0,None,Smartphone,Other,7/28/2024,False,False,Impulsive,Express,2.0
93-867-8303,21.0, Female ,Middle,Single,Master's,High,Liangnong, Gardening & Outdoors ,$201.60 ,9.0,In-Store,1.0,4.0,2.0,Medium,Very Sensitive,1.0,,High, Smartphone ,PayPal,10/24/2024,False,False,Impulsive,Express,14.0
31-088-6950,27.0,Female,Middle, Single ,Master's,High,Hengshi,Furniture,$116.14 ,11.0,Mixed,1.0,4.0,1.0,High, Somewhat Sensitive ,0.0,8.0,Medium,Desktop,Credit Card,4/1/2024,False,True,Wants-based,Express,14.0
43-616-8365,29.0,FEMALE,Middle,SINGLE,Master'S,High,Kandangan,Jewelry & Accessories,$483.38 ,9.0,Online,2.0,1.0,0.0,High,somewhat sensitive,2.0,3.0,HIGH,Desktop,OTHER,6/9/2024,False,True,need-based,Standard,
71-876-9118,24.0,Male,Middle,Single,High School,MIDDLE,Naranjal,Health Supplements,$418.62 ,9.0,In-Store,1.0,2.0,0.0,Low,Not Sensitive,0.0,"9.0,00",None,Smartphone,Other,11/14/2024,True,False,Need-based,Standard,
18-263-0366,33.0,Female,Middle,Divorced,Bachelor's,Middle,Abiko,Books,$139.83 ,12.0,Online,2.0,4.0,2.0,None,Not Sensitive,0.0,1.0,None,Tablet,Cash,10/8/2024,False,False,Impulsive,Express,10.0
25-502-1415,38.0,Female,high,Married,Master's,Middle,Longhuashan,Arts & Crafts,$54.17 ,4.0,Mixed,N/A,5.0,0.0,Medium,Somewhat Sensitive,2.0,2.0,Medium,Desktop, Credit Card ,1/11/2024,False,True,Planned,No Preference,7.0
50-000-9588,47.0,Male,High, Divorced ,Master's,High,ZHOVKVA,Jewelry & Accessories,$437.59 ,10.0,In-Store,1.0,4.0,0.0,None, Very Sensitive ,0.0,4.0,High, Tablet , Credit Card ,2/26/2024,True,True,Impulsive,Express,9.0
32-338-5967,32.0,Male,Middle,Widowed,Bachelor'S,High,lebak,Hotels,$113.57 ,,ONLINE,4.0,4.0,2.0, Medium ,Very Sensitive,1.0,1.0,high,Tablet,Cash,11/1/2024,False,True,wants-based, Standard ,8.0
19-311-9149,21.0,Bigender,High,Single,HIGH SCHOOL,High,Gereshk,Packages),$305.54 ,6.0,In-Store,3.0,5.0,0.0,Medium,Somewhat Sensitive,0.0,5.0,medium,Smartphone,Other,3/28/2024,True,False,Wants-Based,No Preference,
94-212-7169,23.0,Female,High,Divorced,High School,High, Yonghe ,Food & Beverages,$339.12 ,2.0,In-Store,,4.0,0.0, Medium ,Not Sensitive,0.0,5.0,Low,Smartphone,PayPal,1/8/2024,False,False,Impulsive,No Preference,1.0
17-246-6194,, Non-binary ,Middle,Divorced,Bachelor's,High,Dabai,Jewelry & Accessories,$323.40 ,11.0,Mixed,2.0,3.0,2.0,Low, Very Sensitive ,,,None,Smartphone,Credit Card,2/28/2024,True,True,Need-based,Standard,
 26-672-1285 ,24.0,Genderfluid,Middle,Married,High School,Middle,Moutnice,Clothing,$472.61 ,,In-Store,5.0,5.0,2.0,None,Very Sensitive,,4.0,None,Smartphone,PayPal,9/15/2024,True,True,Impulsive,Express,
00-265-0556,20.0,Female,Middle,Widowed,High School,Middle,Qiryat Yam,Furniture,$68.02 ,10.0,Online,3.0,2.0,1.0,None,Very Sensitive,1.0,6.0,None,Tablet,Credit Card,11/1/2024,True,True,Need-based,Express,6.0
76-397-3294,27.0, Male ,high,Single,Master's,Middle,Pirané,Toys & Games,$199.44 ,7.0,Online,N/A,"1.0,00",2.0,None,Very Sensitive,0.0,3.0,None,Tablet,Cash,7/14/2024,False,True,Need-based,Standard,1.0
43-612-8079,47.0,Male,High,DIVORCED,high school,Middle,Colima,Sports & Outdoors,$250.73 ,4.0,Online,3.0,N/A,1.0,Low,somewhat sensitive,null,,NONE,Desktop,Cash,4/24/2024,False,True,PLANNED,No Preference,10.0
17-213-2834,,Male,Middle,Single,High School,Middle,Marshintsy,Clothing,$372.49 ,12.0,Online,4.0,3.0,0.0,High,Very Sensitive,0.0,5.0,Medium,Desktop,Debit Card,8/22/2024,True,False,Planned,No Preference,7.0
36-214-1586,41.0,Male,High,Widowed,High School,High,HALINÓW,Books,$186.85 ,2.0,Online,3.0,1.0,2.0,High,Not Sensitive,2.0,,Low,Smartphone,Other,2/20/2024,True,False,Impulsive, Express ,12.0
32-414-1466,26.0,Male,HIGH, Widowed ,Master's,Middle,Hallsberg,Sports & Outdoors,$73.32 ,10.0,In-Store,5.0,1.0,1.0,None, Not Sensitive ,1.0,1.0,Medium,Smartphone,Debit Card,1/27/2024,True,False,Wants-based,Standard,14.0
12-699-6543,49.0,Male,Middle,Widowed,Bachelor's,Middle,Celso Ramos,Clothing, $214.59  ,6.0,Online,1.0,,,None,Somewhat Sensitive,1.0,8.0,Low,Tablet,Other,2/9/2024,True,False,Wants-based,Standard,9.0
83-427-3218,47.0,Female,Middle,widowed,High School,Middle,White River,Furniture,$467.32 ,12.0,In-Store,4.0,4.0,2.0,Medium,SOMEWHAT SENSITIVE,2.0,4.0,Low, Smartphone ,PayPal,1/28/2024,False,True,Need-based,No Preference,
61-663-9008,18.0,Male,Middle,Married,Master's,Middle, Taishihe ,TRAVEL & LEISURE (FLIGHTS,$475.65 ,4.0,In-Store,4.0,,0.0,High,Somewhat Sensitive,2.0,6.0,Low,smartphone,PayPal,6/23/2024,True,True,Wants-based,Express,14.0
86-917-7481,48.0,Female,Middle,Widowed,Master's,High,Shanghu, Animal Feed ,$161.38 ,11.0,Mixed,5.0,3.0,0.0,None,Very Sensitive,1.0,10.0,High,Tablet,Debit Card,8/20/2024,True,True,Impulsive,Standard,10.0
66-086-2306,19.0,Male,Middle,Single,Bachelor's,MIDDLE,Brandsen,Baby Products, $249.78  ,4.0,In-Store,5.0,4.0,0.0,Low,Very Sensitive,0.0,,None,Desktop,PayPal,11/24/2024,False,False,Wants-based,No Preference,11.0
43-671-9834,$39.0, Female ,Middle,divorced,High School,High,Ranot,Clothing,$149.88 ,9.0,Mixed,3.00,2.0,,Low,SOMEWHAT SENSITIVE,1.0,10.0,Low,Smartphone,Debit Card,4/19/2024,False,False,Impulsive,Standard,4.0
90-888-8726,48.0,Female,High,DIVORCED,Master's,Middle,Saint-Jouan-des-Guérets,Jewelry & Accessories,$347.09 ,5.0,In-Store,5.0,2.0,0.0,Medium,SOMEWHAT SENSITIVE,2.0,1.0,None,Smartphone,Other,1/26/2024,False,False,Planned,No Preference,7.0
23-085-0811,43.0,female,High,Widowed,Master's,High,Da’an,Health Care,$345.49 ,9.0,Mixed,3.0,,2.0,High,Not Sensitive,0.0,10.0,Medium,Tablet, PayPal ,9/6/2024,True,False,Impulsive,Express,3.0
85-192-9218,,female,high, Divorced ,Bachelor's, High ,Kisovec,health care,$297.24 ,2.0,Mixed,1.0,4.0,0.0,Medium,not sensitive,0.0,9.0,High,Desktop,PayPal,6/29/2024,True,True,Planned,Express,7.0
82-671-7236,, Female ,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,$494.34 ,12.0,Online,5.0,3.0,0.25,High,Very Sensitive,1.0,8.0,Low,Desktop,Debit Card,3/3/2024,False,False,Wants-based,express,3.0
42-674-3987,29.0,Genderqueer,Middle,Married,Master's,High,Dafeng,ANIMAL FEED,$443.52 ,5.0,In-Store,5.0,3.0,,None,Somewhat Sensitive,0.0,"7.0,00",Low,Tablet,Cash,5/10/2024,True,False,Need-based,Standard,9.0
41-934-7739,45.0,GENDERFLUID,Middle,Divorced,High School,High,Campo Maior,Jewelry & Accessories,$457.18 ,7.0,In-Store,4.0,3.0,2.0,High,Very Sensitive,2.0,6.0,Medium,Smartphone,OTHER,8/20/2024,True,True,Wants-based,Express,10.0
48-825-0400,38.0, Male ,Middle, Single ,Master's,High,Sävedalen,Books,$407.88 ,4.0,In-Store,1.0,3.0,1.0,None, Very Sensitive ,1.0,10.0,Medium,tablet,Cash,11/11/2024,False,False,Planned,Standard,14.0
30-133-5120,30.0,Male,Middle,Widowed,Bachelor's,Middle,Brikcha,Books,$448.68 ,8.0,In-Store,4.0,4.0,2.0,High,Somewhat Sensitive,1.0,3.0,Medium,tablet,Debit Card,5/25/2024,True,False,Wants-based,Express,8.0
29-827-8515,40.0,Female,High,Widowed,Bachelor's,High,Xidianzi,Electronics, $255.96  ,null,Online,5.0,1.0,,High,Very Sensitive,0.0,10.0,None,TABLET, Cash ,12/23/2024,False,False,Need-based,No Preference,13.0
 91-724-4633 ,45.0,Male,Middle,Married,High School,High,La Unión,LUXURY GOODS,$146.07 ,7.0,IN-STORE,4.0,2.0,1.0, Low ,Very Sensitive,1.0,6.0,none,Tablet,Credit Card,7/7/2024,True,True,NEED-BASED,Standard,1.0
10-328-5732,44.0,Female,High,Single,High School,Middle,Kliteh,Health Supplements,$311.90 ,4.0,In-Store,2.0,4.0,2.0,Low,Very Sensitive,0.0,6.0,High,Smartphone,Credit Card,12/30/2024,False,True,Planned,No Preference,2.0
38-912-1128,38.0,Female,Middle,Widowed,High School,Middle,Béja,Gardening & Outdoors,$301.60 ,4.0,Mixed,4.0,5.0,1.0,Low,Not Sensitive,2.0,10.0,High,Desktop, Credit Card ,3/11/2024,False,False,Impulsive,Standard,13.0
07-751-9620,23.0,Polygender,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo,Software & Apps,$297.45 ,3.0,Mixed,1.0,5.0,0.0,Medium,Very Sensitive,0.0,7.0,Low,Tablet,Debit Card,7/7/2024,False,False,Planned,NO PREFERENCE,4.0
81-877-9170,30.0,Genderqueer,High,Widowed,Bachelor's,High,Gegernoong, Sports & Outdoors ,$157.26 ,3.00,ONLINE,1.0,3.0,,MEDIUM,not sensitive,1.0,,None,Desktop,Cash,7/24/2024,False,False,Need-based,Standard,8.0
19-885-2597,42.0,Male,High,Widowed,Master's,Middle,La Montañita,Health Supplements,$239.46 ,3.0,Mixed,3.0,1.0,0.0,Low,Not Sensitive,2.0,8.0,High,Desktop,Other,8/4/2024,True,True,Planned,Standard,7.0
82-389-2029,28.0,Female,High,Widowed,High School,High,Sarishābāri,Gardening & Outdoors,$240.82 ,,Mixed,,3.0,2.0,High,Somewhat Sensitive,0.00,3.0,Medium,Tablet,PAYPAL,1/2/2024,True,False,Planned,No Preference,8.0
97-463-0048,44.0,FEMALE,Middle,Single,Master's,High,Mangge,Sports & Outdoors,$302.07 ,6.0,Mixed,1.0,5.0,,Medium,Not Sensitive,null,,Medium,Desktop,Other,4/9/2024,True,False,Planned,Express,13.0
 91-572-6135 ,45.0,Male,Middle,Widowed,Bachelor's,Middle,Chabařovice,Software & Apps,$367.99 ,2.0,Online,2.0,5.0,1.0,None,Not Sensitive,2.0,2.0,High,SMARTPHONE,Debit Card,10/15/2024,False,False,Planned,Express,
10-232-0685,46.0,Female,High,Married,Master's,Middle,Yangping,Groceries,$359.75 ,7.0,In-Store,,1.0,N/A,High,Not Sensitive,1.0,6.0,Low,Tablet,other,1/23/2024,False,False,Wants-based,Standard,3.0
77-761-7475,28.0,Female,Middle,Divorced,Bachelor's,High,Berezna,Packages),$204.44 ,2.0,Mixed,5.0,3.0,2.0,None,Somewhat Sensitive,1.0,3.0,High,Desktop,Debit Card,12/1/2024,False,True,Impulsive,Standard,13.0
78-826-3039,27.0,Male,High,Single,Master's,High,Vidual,Gardening & Outdoors,$228.93 ,7.0,Online,1.0,1.0,2.0,Low,Not Sensitive,2.0,2.0,Medium,Desktop,PayPal,2/19/2024,True,True,Impulsive,Express,11.0
86-668-1045,20.0,Female,High,single,High School,Middle,PARIS 17,Office Supplies,$355.31 ,11.0,Online,1.0,1.0,0.0,High,Not Sensitive,1.0,2.0,Medium,Desktop,Debit Card,8/19/2024,False,True,Impulsive,Express,12.0
14-603-9698,null,Male,HIGH,Married,HIGH SCHOOL,High,Hultsfred,Animal Feed,$334.67 ,12.0,In-Store,2.0,1.0,2.0,None,Somewhat Sensitive,2.0,5.0,none,Tablet,debit card,11/18/2024,True,False, Need-based ,standard,13.0
23-752-2213,36.0, Male , Middle ,Widowed,Master's,Middle,Níkaia,Books,$182.72 ,5.0,Online,,1.0,,High,Very Sensitive,,7.0,None,Desktop,Other,6/4/2024,False,False,Impulsive,No Preference,13.0
71-486-8561,,Male,High,Widowed,High School,Middle,macayug,Jewelry & Accessories,$260.22 ,11.0,In-Store,4.0,3.0,0.0,None,Not Sensitive,2.00,5.0,High,Desktop,Credit Card,11/20/2024,False,True,Need-based,Express,13.0
76-382-7162,26.0,Female,High,Single, High School ,Middle,Mahanoro,Food & Beverages, $454.93  ,8.0,Online,3.0,5.0,0.0,Low,Somewhat Sensitive,2.0,7.0, Medium ,Desktop,Debit Card,4/21/2024,False,False,WANTS-BASED,No Preference,11.0
28-947-4295,"29.0,00",Male,Middle,Widowed,Bachelor's,HIGH,Mozdok,Beauty & Personal Care,$325.42 ,11.0,In-Store,2.0,4.0,2.0,Low,Not Sensitive,1.0,1.0,High,Desktop,Other,10/20/2024,True,False,Impulsive,Express,7.0
84-765-0748,,Female,Middle,Widowed,HIGH SCHOOL,High,hoolt,Jewelry & Accessories,$351.36 ,2.0,in-store,,3.0,2.0, High ,Very Sensitive,2.0,6.0,none,Desktop,Other,2/9/2024,False,True,Need-Based, Standard ,7.0
54-207-8349,N/A,Male,High,Single,Bachelor's,Middle,San Luis,Baby Products,$333.63 ,,Mixed,4.0,5.0,2.0,None,Very Sensitive,2.0,2.0,High,Smartphone, Other ,12/5/2024,False,False,Need-based,Express,14.0
20-419-0341,42.0,Female,high,Married,Bachelor's,Middle,Pergan,Beauty & Personal Care,$469.90 ,4.0,Mixed,2.00,,,Low,Not Sensitive,1.0,,None,Desktop,Cash,6/28/2024,False,False,Planned,No Preference,7.0
52-005-9914,28.0,Male,high,MARRIED,bachelor's,High,Kanoni,Mobile Accessories,$207.52 ,4.0,In-Store,3.0,4.0,1.0,Low,not sensitive,1.0,8.0,high,Desktop,Debit Card,8/6/2024,False,False,IMPULSIVE,No Preference,2.0
 34-846-7805 ,49.0,Male,High,Single,Bachelor's,high,Gromadka,Toys & Games,$125.89 ,7.0,In-Store,3.0,3.0,2.0,Low,Not Sensitive,,null,Medium,Desktop, Debit Card ,11/22/2024,False,False,Wants-based,No Preference,13.0
26-596-5461,46.0,Female, High , Single ,Master's,Middle,Payapa,Electronics,$170.77 ,,Online,5.0,2.0,,Medium,SOMEWHAT SENSITIVE,2.0,1.00,Low,Smartphone,Credit Card,8/4/2024,False,False,Impulsive,No Preference,4.0
20-157-8631,44.0,Female,High,Divorced,Master's,high,Rat Burana,Electronics,$63.91 ,2.0,Online,1.0,4.0,,None,Not Sensitive,0.0,6.0,Medium,Smartphone,cash,1/12/2024,False,True,Planned,No Preference,
91-199-9097,29.0,Male,High,married,High School, Middle , Trhové Sviny ,Clothing,$340.55 ,7.0,IN-STORE,4.0,5.0,0.0, Low ,NOT SENSITIVE,0.0,7.0,None,desktop,Credit Card,11/19/2024,False,True,Planned,Express,1.0
55-846-2579,47.0,Male,Middle,Divorced,Bachelor's,High,Kiev,Software & Apps,$378.14 ,,Mixed,2.0,2.0,1.0,Medium,Very Sensitive,,6.0,High,Smartphone,PayPal,9/4/2024,False,False,Wants-based,Standard,
83-455-7266,37.0,Female,Middle,Married,Bachelor's,Middle,Créteil,Toys & Games,$235.84 ,,Mixed,5.0,2.0,,None,Very Sensitive,2.0,3.0,None,Desktop,Cash,8/3/2024,False,False,Planned,no preference,14.0
67-599-9267,47.0, Male ,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,$164.44 ,5.0,In-Store,5.0,1.0,2.0,Low,Somewhat Sensitive,1.0,10.0,High,Smartphone,Other,4/8/2024,False,False,Impulsive,No Preference,5.0
41-501-9276,24.0,Male,High,Married,Bachelor's,High,Monchegorsk,Sports & Outdoors,$455.81 ,3.0,Online,2.0,3.0,1.0,Low,Somewhat Sensitive,1.0,6.0,Medium, Smartphone ,DEBIT CARD,4/21/2024,False,False,Wants-based,Express,6.0
99-509-4653,36.0,Male,High,Widowed,Master's,High,Olavarría,HEALTH CARE,$298.32 ,7.0,in-store,3.0,5.0,1.0,LOW,Somewhat Sensitive,2.0,8.0,None,Tablet,Other,6/17/2024,True,False,Wants-based,Standard,12.0
31-284-5722,36.0,female,High,Single,Bachelor's,High, Jianshan ,Hotels,$351.71 ,7.0,In-Store,2.0,2.0,$0.0,Medium,Very Sensitive,1.0,6.0,Medium,Tablet,Other,3/19/2024,True,False,Need-based,Standard,8.0
88-000-9227,49.0,MALE,Middle,Divorced,Bachelor's,Middle,Shreveport,Toys & Games,$393.48 ,11.0,In-Store,2.0,2.0,,High,Very Sensitive,1.0,10.0,None,Tablet,Other,8/13/2024,True,True,Need-based,Standard,3.0
52-726-9328,19.0,Genderfluid,High,single,High School,High,Pingzhuang,Office Supplies,$241.72 ,6.0,Mixed,5.0,,1.0,Medium,NOT SENSITIVE,0.0,,High,Desktop,DEBIT CARD,5/29/2024,False,True,Planned,Express,2.0
60-198-5417,27.0,Female,High,Single,Bachelor's,High,Celso Ramos,software & apps,$280.20 ,3.0,IN-STORE,4.0,2.0,0.0,MEDIUM,Somewhat Sensitive,2.0,7.0,None,Desktop,Other,12/3/2024,False,False,Need-based,No Preference,13.0
00-107-4749,36.0,female,Middle,Single,Master's,Middle,Merlo,Health Supplements,$178.04 ,5.0,Mixed,1.0,,2.0,None,Somewhat Sensitive,2.0,,High,Smartphone,Credit Card,9/19/2024,True,True,Impulsive,Express,11.0
88-428-8409,37.0,Male,High,Married,MASTER'S,Middle,Ziniaré,Packages),$347.99 ,5.0,mixed,4.0,4.0,1.0, Low ,Somewhat Sensitive,0.0,1.0,High,Desktop,PayPal,3/22/2024,True,False, Planned ,Standard,6.0
21-313-7424,45.0, Female ,middle,Single,Master's, High ,Zduńska Wola,Office Supplies,$343.81 ,3.0,In-Store,3.0,5.0,0.0,High,Somewhat Sensitive,0.0,7.0,Medium,Desktop,Credit Card,2/22/2024,False,True,Need-based,Standard,3.0
79-973-7862,47.0,Female,Middle,Married, Master's ,Middle,Mount Ayliff,Animal Feed,$105.29 ,7.0,In-Store,2.0,5.0,0.0,low,Very Sensitive,0.0,1.0,high,Desktop,Cash,12/25/2024,False,True,Need-Based,Express,4.0
81-814-3498,32.0,Male,Middle,Single,High School,Middle,Pīrgaaj,Hotels,$483.66 ,3.0,Online,1.0,4.0,1.0,Medium,Not Sensitive,2.0,1.0,Medium,Desktop,Other,8/27/2024,False,False,Impulsive,Standard,null
34-375-8138,48.0,Male,Middle,Married,Bachelor's,Middle,Zbraslavice,Home Appliances,$69.41 ,8.0,Mixed,,3.0,0.0,High,Somewhat Sensitive,1.0,9.0,High,Tablet,Cash,1/28/2024,False,False,Wants-based,Standard,5.0
05-067-9686,20.0,Genderfluid,High,Single,Master's,Middle,Xilu,Toys & Games,$207.18 ,11.0,Online,1.0,,0.0,Low,Somewhat Sensitive,1.0,5.0,High,Tablet,PayPal,11/16/2024,False,False,Wants-based,Standard,8.0
61-951-7929,32.0,Male,Middle,Divorced,High School,High,Bamut,Health Supplements,$454.15 ,,In-Store,2.0,,1.0,High,Not Sensitive,1.0,8.0,High,Smartphone,Cash,12/8/2024,True,True,Planned,express,
53-667-0793,25.0,male,High,Widowed,High School,High,la tour-du-pin, Groceries ,$113.01 ,11.0,In-Store,$5.0,2.0,2.0,Low,Very Sensitive,,1.0,None,Tablet,Credit Card,5/15/2024,False,True,Impulsive,Express,4.0
61-212-1117,42.0, Male ,Middle,Divorced,Bachelor's,Middle,Pader Palwo,PACKAGES),$419.13 ,4.0,Mixed,3.0,5.0,,None,Not Sensitive,0.0,1.0,None,Smartphone,Cash,8/3/2024,False,True,Wants-based,Express,6.0
09-443-7536,"37.0,00",Female,High,Single,Bachelor's,High,Maurisu,Jewelry & Accessories,$183.86 ,,Mixed,1.0,1.0,2.0,Medium,Not Sensitive,1.0,,Low,SMARTPHONE,Debit Card,10/7/2024,False,True,Wants-based,Standard,3.0
27-463-5671,21.0,Genderfluid,Middle,Widowed,master's,Middle,Gorzyce,Packages),$53.87 ,10.0,In-Store,4.0,3.0,,Medium,Very Sensitive,0.0,10.0, High ,Tablet,Cash,6/25/2024,True,False,PLANNED,No Preference,2.0
53-380-3968,43.0, Female ,High,Widowed,Bachelor'S,High,Qingyun,Food & Beverages,$427.82 ,9.0, In-Store ,5.0,5.0,,medium,Somewhat Sensitive,1.0,2.0,medium,Desktop,PayPal,4/4/2024,True,False,Wants-Based,No Preference,14.0
42-969-0735,29.0,Female,High,DIVORCED,Bachelor's, Middle ,Jiuxian,Packages),$282.82 ,,In-Store,,3.0,2.0,Medium,VERY SENSITIVE,,null,None,Desktop,Other,2/29/2024,False,True,Wants-based,Standard,3.0
12-440-5464,"28.0,00",Male,middle,Divorced,Master's,Middle,Ndungu,Electronics,$215.31 ,,Online,,5.0,2.0,Medium,Somewhat Sensitive,1.0,8.0,Medium,Smartphone,Other,4/9/2024,False,True,Impulsive,No Preference,7.0
33-467-2534,43.0,Male,Middle,Widowed,Master's, High ,Emiliano Zapata,Furniture,$183.66 ,11.0,Online,3.0,1.0,1.0,Low,Very Sensitive,0.0,,Medium,Tablet, Credit Card ,4/18/2024,True,True,Planned,No Preference,6.0
35-418-0288,,Female,High,Divorced,High School,Middle, Spasskoye ,Baby Products,$198.73 ,10.0,In-Store,1.0,5.0,,High,Very Sensitive,1.0,5.0,None,Desktop,Other,2/2/2024,True,False,Impulsive,Standard,4.0
33-787-2143,$26.0,Female,MIDDLE,MARRIED,HIGH SCHOOL,High,Gierłoż,TRAVEL & LEISURE (FLIGHTS,$265.72 ,5.0,Mixed,5.0,4.0,0.0,None,very sensitive,0.0,9.0, None ,Tablet,DEBIT CARD,4/22/2024,True,True,PLANNED,Express,13.00
58-528-6262,"42.0,00",Male, Middle ,Married,Master's,High,Sobue,Software & Apps,$138.35 ,,Online,4.0,5.0,2.0,Low,Not Sensitive,0.0,2.0,Low,Smartphone,OTHER,7/14/2024,True,True,Wants-based, No Preference ,8.0
31-060-2716,27.0,MALE,Middle,Divorced,Bachelor's,Middle,High Point,Groceries,$441.87 ,3.0,Mixed,1.0,2.0,1.0,High, Somewhat Sensitive ,0.0,N/A,Medium,Smartphone,PayPal,9/10/2024,True,False,Wants-based,no preference,13.0
81-515-5823,,Female,Middle,married,Master's,Middle,Qiankeng,Clothing,$178.29 ,4.0,Mixed,$4.0,,2.0,Low,VERY SENSITIVE,2.0,,High,Desktop,Cash,7/29/2024,False,True,Planned,No Preference,8.0
90-858-0453,23.0,Male,MIDDLE,Widowed,High School,High,Pandean,Sports & Outdoors,$77.08 ,10.0,Mixed,2.0,1.0,,High,Not Sensitive,0.0,8.0,None,Tablet,PayPal,10/15/2024,True,True,Impulsive,Standard,1.0
28-874-8938,46.0,Male,High,married,High School,High,Phong Điền,Office Supplies,$266.90 ,11.0, Mixed ,,2.0,2.0,LOW, Not Sensitive ,1.0,8.0,Medium,Desktop,PayPal,7/1/2024,False,True,Wants-based,Express,13.0
89-625-5542,38.0,Female,middle,Divorced,Bachelor's,High,Mirów,Electronics, $269.84  ,4.0,In-Store,5.0,4.0,null,Low,NOT SENSITIVE,,,Low,Tablet,Credit Card,5/4/2024,True,True,Wants-based,No Preference,2.0
07-966-8728,23.0,Male,Middle,Married,Master's,High,Franceville, Home Appliances ,$334.22 ,8.0,Online,,2.0,2.0,None, Very Sensitive ,2.0,8.0,None,Tablet, Cash ,3/2/2024,False,False,Need-based,Standard,1.0
94-408-2581,,Female,Middle,Married,High School,High,Bordeaux,Travel & Leisure (Flights,$474.56 ,8.0,IN-STORE,,,2.0,LOW,Not Sensitive,1.0,6.0,High,Smartphone,PayPal,4/17/2024,True,False,Planned,Standard,12.0
55-301-9368,null,Male,High,Married,Master'S,High,Zamora,Electronics,$360.91 ,4.0,Mixed,3.0,5.0,1.0,High,Somewhat Sensitive,,8.0, High ,desktop,Credit Card,8/30/2024,True,True, Planned ,No Preference,4.0
72-336-1992,44.0,Female,Middle,Widowed,Bachelor's,High,Jubaoshan,Groceries,$373.49 ,,Online,4.0,1.0,,Medium,Very Sensitive,0.0,10.0,Low,Tablet,Cash,4/23/2024,True,True,Impulsive,Standard,1.0
06-008-2805,null,Female,High,Married,Master's,Middle,Shādegān,Sports & Outdoors,$462.30 ,5.0,mixed,3.0,3.0,2.0,none,Not Sensitive,2.0,4.0,Medium,Tablet,Cash,11/25/2024,True,True,Impulsive,Standard,4.0
77-178-6086,,Female,Middle,Single,Master's,Middle,Gueltat Zemmour,Toys & Games,$332.67 ,8.0,In-Store,,,2.0,Medium,Somewhat Sensitive,1.0,2.0,High,Smartphone,Other,12/11/2024,False,True,Impulsive,Express,null
28-832-2885,22.0,Female,High,Divorced,Master'S,Middle,Mosal’sk,Home Appliances,$235.39 ,9.0,Online,5.0,,1.0,None,Not Sensitive,0.0,6.0, None ,Smartphone,Credit Card,5/25/2024,False,True, Planned ,No Preference,6.0
75-210-7391,44.0,Female,Middle,married,High School,Middle,KOKSTAD,Packages),$269.78 ,7.0,IN-STORE,2.0,3.0,, Medium ,Somewhat Sensitive,2.0,7.0,Medium,Desktop, Other ,7/25/2024,True,True,Need-based,No Preference,5.0
